"Scientific";"FLICKR_tot";"WIKI_views";"WIKI_lenght";"WIKI_nblang";"WIKI_nbcom";"WOS_all";"WOS_shan_fields";"WOS_CiteScore";"WOS_simp_fields";"WOS_n_fields";"WOS_tot_cit";"WOS_H_index";"NCBI_nuccore";"NCBI_protein";"NCBI_popset"
"Bovichtus angustifrons";29;909;319;0;0;1;0,693147180559945;4,5;0,5;2;0;0;16;40;5
"Bovichtus argentinus";0;0;28;0;0;1;1,09861228866811;2,6;0,666666666666667;3;9;1;3;26;0
"Brachaluteres jacksonianus";160;2511;252;0;0;2;1,09861228866811;3,65;0,666666666666667;3;8;1;11;7;8
"Brachionichthys hirsutus";9;8961;2243;19;4;6;1,69574253416963;3,6;0,8;6;11;1;1;7;0
"Brachygenys chrysargyreum";257;0;0;0;0;3;1,09861228866811;3,5;0,666666666666667;3;127;2;45;36;13
"Brachygenys jessiae";31;0;0;0;0;0;0;0;0;0;0;0;7;5;7
"Brachyistius frenatus";9;1833;379;0;0;10;1,77162395567737;5,34285714285714;0,773333333333333;8;279;6;22;38;1
"Bryaninops amplus";102;4937;287;0;0;2;0;2,9;0;1;7;1;0;0;0
"Bryaninops erythrops";29;4028;229;0;0;1;0;2,7;0;1;0;0;2;0;0
"Bryaninops natans";109;5288;246;0;0;0;0;0;0;0;0;0;6;3;4
"Bryaninops nexus";0;0;101;0;0;0;0;0;0;0;0;0;0;0;0
"Bryaninops yongei";267;12100;829;0;0;5;1,5498260458782;2,3;0,775510204081633;5;30;2;12;7;0
"Caesio caerulaurea";99;11537;1255;0;0;7;1,88915916375402;2,36;0,839506172839506;7;24;3;97;74;29
"Caesio cuning";117;23987;889;0;0;26;2,75219154656904;3,88888888888889;0,921487603305785;19;184;6;1433;73;45
"Caesio lunaris";87;3037;1103;0;0;3;1,94591014905531;1,73333333333333;0,857142857142857;7;23;3;16;14;3
"Caesio striata";17;0;181;0;0;1;1,38629436111989;4,6;0,75;4;7;1;1;0;0
"Caesio suevica";43;3871;528;0;0;2;1,38629436111989;1,6;0,75;4;1;1;5;4;1
"Caesio teres";114;31026;1810;0;0;6;1,49417513828931;1,92;0,75;5;48;2;28;21;14
"Caesio varilineata";32;7091;1198;0;0;2;1,6094379124341;1,3;0,8;5;15;2;13;12;13
"Caesio xanthonota";30;4212;830;0;0;3;1,73286795139986;2,36666666666667;0,8125;6;18;3;36;26;11
"Caesioperca lepidoptera";14;2284;286;0;0;0;0;0;0;0;0;0;4;1;3
"Caesioperca rasor";20;2018;203;0;0;0;0;0;0;0;0;0;0;0;0
"Caesioscorpis theagenes";2;0;284;0;0;0;0;0;0;0;0;0;0;0;0
"Caffrogobius nudiceps";6;0;83;0;0;3;0,693147180559945;1,95;0,5;2;12;1;0;0;0
"Calamus bajonado";17;3886;690;0;0;9;2,13524025752672;3,3;0,845679012345679;11;94;3;0;0;0
"Calamus brachysomus";8;0;79;0;0;7;1,73286795139986;1,53333333333333;0,8125;6;26;2;9;6;3
"Calamus calamus";4208;2839;452;0;0;1;0;0;0;0;0;0;24;22;10
"Calamus pennatula";11;2457;367;0;0;1;1,6094379124341;8,8;0,8;5;1;1;4;2;2
"Calamus taurinus";3;0;75;0;0;0;0;0;0;0;0;0;0;0;0
"Callanthias australis";1;0;28;0;0;1;1,79175946922805;4,4;0,833333333333333;6;0;0;5;5;5
"Calliclinus geniguttatus";5;4936;173;8;0;5;1,74815545724768;1,84;0,791666666666667;7;19;2;18;5;11
"Callionymus comptus";0;1472;126;0;0;0;0;0;0;0;0;0;0;0;0
"Callionymus lyra";128;7938;2804;22;0;55;2,8339167532822;5,43095238095238;0,903846153846154;29;996;17;68;45;21
"Calloplesiops altivelis";88;4980;1568;16;0;1;0;45,3;0;1;0;0;15;10;7
"Calotomus carolinus";60;10698;570;13;1;11;2,62349117137342;3,38888888888889;0,901307966706302;18;44;3;232;241;27
"Calotomus japonicus";52;10380;327;13;2;10;2,19793546424114;2,9;0,88;10;27;4;39;66;1
"Calotomus spinidens";1;5301;151;9;1;3;0,950270539233235;3,13333333333333;0,56;3;56;2;43;38;10
"Calotomus viridescens";13;7519;153;12;1;1;0;1,9;0;1;0;0;14;13;2
"Cantherhines dumerilii";76;8988;717;0;0;2;0,693147180559945;4,1;0,5;2;52;2;38;45;9
"Cantherhines fronticinctus";10;4428;208;0;0;2;1,09861228866811;1,4;0,666666666666667;3;3;1;11;7;4
"Cantherhines longicaudus";0;0;88;0;0;1;0;1,7;0;1;0;0;3;2;0
"Cantherhines macrocerus";538;13475;385;0;0;5;1,69574253416963;2,68;0,8;6;61;2;4;2;3
"Cantherhines pardalis";35;6878;478;0;0;4;2,04319187054512;2,1;0,864197530864198;8;23;2;175;213;108
"Cantherhines pullus";217;10439;477;0;0;4;1,27302833658963;2,15;0,691358024691358;4;180;1;49;39;20
"Cantherhines sandwichiensis";2;1;105;0;0;0;0;0;0;0;0;0;14;11;3
"Cantheschenia grandisquamis";2;0;87;0;0;4;1,66746193342929;2,525;0,78125;6;45;3;3;3;0
"Canthidermis maculata";20;21566;1255;0;0;14;2,1998139591113;2,65;0,8416;13;22;2;68;78;27
"Canthidermis sufflamen";70;1;238;0;0;9;1,85712275035081;3,55555555555556;0,820861678004535;8;102;3;14;8;5
"Canthigaster amboinensis";31;6686;442;13;1;2;1,03972077083992;2;0,625;3;0;0;27;46;12
"Canthigaster axiologus";4;7209;170;10;0;0;0;0;0;0;0;0;12;4;2
"Canthigaster bennetti";40;6675;227;0;0;1;0;5,7;0;1;2;1;143;152;69
"Canthigaster callisterna";44;2405;291;0;0;0;0;0;0;0;0;0;7;7;7
"Canthigaster capistrata";38;711;127;0;0;1;0,693147180559945;0,7;0,5;2;0;0;0;0;0
"Canthigaster coronata";48;8479;267;0;0;1;0;0;0;0;0;0;35;59;29
"Canthigaster cyanetron";0;4653;177;0;0;0;0;0;0;0;0;0;0;0;0
"Canthigaster epilampra";12;559;228;0;0;0;0;0;0;0;0;0;1;0;0
"Canthigaster figueiredoi";2;4040;502;0;0;3;1,74786809746676;2,66666666666667;0,816326530612245;6;31;2;50;49;10
"Canthigaster jactator";113;10593;206;0;0;3;0,693147180559945;3,2;0,5;2;3;1;32;43;19
"Canthigaster janthinoptera";25;859;267;11;1;0;0;0;0;0;0;0;0;0;0
"Canthigaster marquesensis";0;454;163;0;0;0;0;0;0;0;0;0;3;3;0
"Canthigaster papua";99;8885;509;0;0;0;0;0;0;0;0;0;11;9;8
"Canthigaster punctatissima";23;769;224;0;0;3;1,38629436111989;2,7;0,75;4;59;2;196;196;10
"Canthigaster rapaensis";0;4965;148;14;0;0;0;0;0;0;0;0;4;3;1
"Canthigaster rivulata";116;3094;354;13;2;5;1,33217904021012;2,66666666666667;0,72;4;26;3;0;0;0
"Canthigaster rostrata";309;15074;1302;0;0;11;1,92133631396595;2,6;0,830449826989619;8;71;5;58;53;33
"Canthigaster sanctaehelenae";0;722;212;0;0;0;0;0;0;0;0;0;0;0;0
"Canthigaster smithae";8;578;191;0;0;0;0;0;0;0;0;0;11;11;8
"Canthigaster valentini";392;9253;2393;0;0;14;1,97138443275028;2,99166666666667;0,819526627218935;10;104;4;58;57;20
"Caprodon longimanus";7;1859;578;0;0;2;1,09861228866811;1,7;0,666666666666667;3;7;2;0;0;0
"Caracanthus maculatus";5;1;87;6;2;3;1,56071040904141;3,36666666666667;0,777777777777778;5;17;2;0;0;0
"Caracanthus typicus";0;2348;350;7;1;1;1,09861228866811;2,3;0,666666666666667;3;14;1;0;0;0
"Caracanthus unipinna";2;8;30;6;1;3;1,05492016798614;2,3;0,64;3;14;1;24;22;14
"Carangoides bajad";61;2635;1869;13;1;12;2,24032225331131;2,73;0,875283446712018;11;36;3;68;75;10
"Carangoides chrysophrys";4;2812;1650;15;1;11;1,808045719584;1,98888888888889;0,7890625;8;18;3;0;0;0
"Carangoides ferdau";34;3395;1926;11;1;4;0,955699891112534;2;0,571428571428571;3;24;2;68;57;28
"Carangoides fulvoguttatus";24;6578;1516;14;1;18;1,93214897444517;3,03125;0,825788751714678;9;97;5;97;34;9
"Carangoides gymnostethus";3;3069;1275;14;2;4;1,79175946922805;3;0,833333333333333;6;24;2;30;23;0
"Carangoides plagiotaenia";15;2346;1159;11;1;3;0,693147180559945;2,4;0,5;2;0;0;44;59;26
"Caranx bartholomaei";720;1138;1283;0;0;8;1,79175946922805;2,8375;0,805555555555556;7;38;3;24;23;2
"Caranx caballus";7;3944;1772;0;0;17;1,72239411747204;1,84375;0,7936;7;99;7;24;21;3
"Caranx caninus";3;5577;1975;0;0;19;2,0383793866291;2,31578947368421;0,831632653061224;11;226;8;41;40;1
"Caranx crysos";175;6892;3965;24;0;64;2,70453855166556;2,60612244897959;0,867202268431002;31;823;17;200;236;56
"Caranx ignobilis";266;19596;7112;29;3;72;2,5612111853271;4,28928571428571;0,870546221897573;29;1034;17;378;315;40
"Caranx lugubris";40;36353;2621;0;0;13;1,85942881514923;2,23;0,808888888888889;8;114;6;18;10;1
"Caranx melampygus";395;7076;6275;21;2;40;2,37373021890512;3,67222222222222;0,855510204081633;20;733;13;2411;30990;7
"Caranx papuensis";21;4420;2285;0;0;6;0,943348392329039;2,38333333333333;0,58;3;44;3;32;21;0
"Caranx sexfasciatus";415;6475;3480;24;4;30;2,71404441233623;3,04827586206897;0,910433979686057;22;389;11;195;153;47
"Caulolatilus princeps";9;2143;672;0;0;21;2,36119348243076;3,31052631578947;0,873456790123457;14;47;2;46;41;17
"Centroberyx affinis";15;21378;556;0;0;13;1,90335137592564;4,55;0,813590449954086;10;131;6;9;7;1
"Centroberyx gerrardi";0;7121;104;0;0;5;1,67698777432242;3,22;0,790123456790123;6;4;1;23;3;2
"Centroberyx lineatus";4;5653;115;0;0;3;1,6094379124341;3,16666666666667;0,8;5;9;1;4;3;3
"Centrogenys vaigiensis";55;1288;1499;16;2;4;1,15374194270109;6,3;0,612244897959184;4;58;1;29;21;19
"Centrolabrus exoletus";39;1206;1255;17;9;23;1,71053634140283;3,83529411764706;0,753086419753086;9;403;10;54;40;15
"Centrolabrus melanocercus";14;2484;522;0;0;12;1,4402347497046;2,65;0,6875;6;117;6;4;1;3
"Centropogon australis";56;1010;376;0;0;7;0,686961576597323;3,38;0,493827160493827;2;6;2;4;1;4
"Centropyge acanthops";84;3979;495;12;0;3;1,6094379124341;3,85;0,8;5;162;2;30;41;3
"Centropyge argi";127;4321;818;14;0;4;1,90615474653985;3,725;0,84375;7;155;1;60;40;1
"Centropyge bicolor";121;6144;2108;19;0;11;2,09859509788606;3,61111111111111;0,839319470699433;11;79;3;219;138;48
"Centropyge bispinosa";33;5695;1035;17;2;3;1,56071040904141;2,7;0,777777777777778;5;0;0;70;70;6
"Centropyge eibli";24;14287;981;11;0;3;1,6094379124341;5,25;0,8;5;76;2;62;98;6
"Centropyge ferrugata";6;8601;741;11;0;3;0,693147180559945;3,2;0,5;2;83;3;16;12;2
"Centropyge fisheri";25;5812;890;10;0;4;1,79175946922805;4,25;0,833333333333333;6;163;2;42;78;3
"Centropyge flavissima";49;4135;1290;15;0;9;2,02692171992099;4,25;0,863636363636364;8;92;4;1133;933;12
"Centropyge heraldi";21;14524;982;13;0;2;0,693147180559945;1,7;0,5;2;5;1;82;107;0
"Centropyge hotumatua";2;0;58;8;0;0;0;0;0;0;0;0;4;3;4
"Centropyge joculator";4;0;58;8;0;1;0;0;0;0;0;0;15;60;0
"Centropyge loriculus";70;6029;1154;17;2;9;0,900256051268537;3,32;0,53125;3;86;4;90;106;11
"Centropyge multispinis";14;8437;429;12;0;1;0;1,7;0;1;0;0;35;27;3
"Centropyge nox";7;12548;333;10;0;1;0;1,7;0;1;0;0;46;59;16
"Centropyge tibicen";43;11717;867;13;0;1;1,09861228866811;2,6;0,666666666666667;3;7;1;39;30;6
"Cephalopholis argus";346;59581;2344;20;3;50;3,05650924499044;3,75952380952381;0,929111531190926;32;846;14;277;253;48
"Cephalopholis boenak";78;13174;1442;15;3;22;1,66757995899382;4,03;0,741965105601469;9;778;11;309;292;37
"Cephalopholis cruentata";463;4036;1473;0;0;29;2,15732021507179;3,79166666666667;0,81679012345679;16;325;12;29;19;3
"Cephalopholis cyanostigma";31;0;488;0;0;11;1,83642238675416;3,66;0,8046875;8;231;5;95;58;9
"Cephalopholis formosa";37;12994;866;0;0;5;1,97300140639361;1,3;0,84;8;10;2;70;62;17
"Cephalopholis fulva";221;19905;1693;13;3;32;2,31512254080874;3,95925925925926;0,846301020408163;18;214;10;272;76;14
"Cephalopholis hemistiktos";18;1362;1080;14;2;6;1,58109375017182;3,14;0,790123456790123;5;27;2;184;69;13
"Cephalopholis leopardus";8;6529;1114;12;2;2;1,09861228866811;3,05;0,666666666666667;3;6;1;0;0;0
"Cephalopholis microprion";2;0;446;0;0;3;1,6094379124341;4,85;0,8;5;51;2;31;24;4
"Cephalopholis miniata";327;5219;2038;19;3;8;2,20478541691352;3,55714285714286;0,875739644970414;10;34;3;111;112;31
"Cephalopholis panamensis";23;10117;676;0;0;5;1,41848366194566;2,74;0,72;5;62;4;4;0;3
"Cephalopholis sexmaculata";21;6255;668;15;3;3;0,693147180559945;1,7;0,5;2;2;1;39;55;11
"Cephalopholis sonnerati";33;5892;647;16;4;7;1,88669678465808;2,73333333333333;0,84;7;4;1;277;130;35
"Cephalopholis spiloparaea";15;14045;617;0;0;6;2,11864924706995;3,6;0,853333333333333;10;12;1;61;99;4
"Cephalopholis urodeta";28;13426;711;14;3;18;2,76876575344336;3,26666666666667;0,913494809688581;21;129;8;612;466;16
"Cetoscarus bicolor";165;38756;1378;20;2;6;1,5498260458782;2,925;0,775510204081633;5;203;6;0;0;0
"Chaenopsis schmitti";0;4463;123;0;0;0;0;0;0;0;0;0;5;5;5
"Chaetodermis penicilligerus";44;15521;690;0;0;1;0;2,9;0;1;0;0;105;71;6
"Chaetodipterus faber";394;3638;1220;14;5;43;2,45488522579538;3,04864864864865;0,844290657439446;22;381;9;297;163;41
"Chaetodipterus zonatus";2;7911;416;0;0;4;1,56071040904141;1,875;0,777777777777778;5;23;2;1;0;0
"Chaetodon adiergastos";77;2364;857;0;0;0;0;0;0;0;0;0;16;5;6
"Chaetodon andamanensis";10;5580;722;0;0;1;1,38629436111989;1,4;0,75;4;6;1;0;0;0
"Chaetodon argentatus";8;6212;683;13;2;0;0;0;0;0;0;0;13;9;6
"Chaetodon assarius";2;1105;654;0;0;1;1,38629436111989;2,3;0,75;4;0;0;1;0;0
"Chaetodon aureofasciatus";11;5721;1240;0;0;12;1,75410533099929;4,31111111111111;0,7734375;8;157;4;16;7;6
"Chaetodon auriga";966;5823;1600;21;1;36;2,37747851979822;3,5;0,857206504789485;21;479;8;0;0;0
"Chaetodon auripes";27;8149;863;15;0;0;0;0;0;0;0;0;26;42;9
"Chaetodon austriacus";96;4299;1674;0;0;16;1,92054648605736;5,43846153846154;0,803804994054697;10;179;6;26;21;9
"Chaetodon baronessa";80;2790;725;0;0;13;1,23069910365772;5,81818181818182;0,650519031141868;5;183;5;46;16;11
"Chaetodon bennetti";64;3277;1040;14;0;2;0,693147180559945;3,7;0,5;2;41;1;27;14;8
"Chaetodon capistratus";418;8219;2823;19;4;27;2,21569898601942;3,15238095238095;0,836805555555556;16;995;11;43;32;10
"Chaetodon citrinellus";81;3944;1037;13;0;14;1,42321385765752;4,03076923076923;0,706611570247934;6;308;7;242;48;18
"Chaetodon collare";83;3182;1188;0;0;5;1,83437197028162;1,94;0,82;7;0;0;153;133;15
"Chaetodon decussatus";14;3692;685;0;0;4;2,484906649788;3,6;0,916666666666667;12;3;1;23;19;5
"Chaetodon dolosus";3;5876;455;0;0;0;0;0;0;0;0;0;9;7;4
"Chaetodon ephippium";166;4116;1179;0;0;5;1,52295506753132;4,38;0,765432098765432;5;108;3;52;36;12
"Chaetodon falcula";61;16600;877;0;0;1;0,693147180559945;3,7;0,5;2;0;0;15;9;5
"Chaetodon fasciatus";158;2586;962;0;0;3;1,01140426470735;3,2;0,611111111111111;3;83;2;13;9;6
"Chaetodon flavirostris";42;2517;1034;0;0;2;1,38629436111989;5,3;0,75;4;193;2;16;9;5
"Chaetodon guentheri";38;6187;783;0;0;0;0;0;0;0;0;0;13;9;8
"Chaetodon guttatissimus";31;3115;1038;0;0;4;1,2130075659799;4,3;0,65625;4;44;2;270;234;57
"Chaetodon humeralis";26;1416;1568;0;0;1;0,693147180559945;4,5;0,5;2;8;1;11;6;4
"Chaetodon interruptus";15;2541;915;0;0;1;0,693147180559945;3,7;0,5;2;0;0;3;2;3
"Chaetodon kleinii";205;4004;991;0;0;10;2,15608838086276;3,81428571428571;0,853185595567867;11;182;4;76;35;16
"Chaetodon lineolatus";104;3245;1047;0;0;5;2,01981499249295;2,44;0,859504132231405;8;43;2;25;15;14
"Chaetodon litus";1;2349;852;0;0;0;0;0;0;0;0;0;6;4;6
"Chaetodon lunula";368;5630;1184;0;0;8;1,95598384658436;2,41428571428571;0,820987654320988;9;74;3;434;372;39
"Chaetodon lunulatus";392;3255;1411;0;0;30;2,33857118441846;4,79655172413793;0,850178359096314;19;341;9;323;117;11
"Chaetodon madagaskariensis";20;2364;876;0;0;1;0,693147180559945;3,7;0,5;2;0;0;13;11;1
"Chaetodon marleyi";7;2306;834;0;0;0;0;0;0;0;0;0;0;0;0
"Chaetodon melannotus";240;3612;546;14;0;10;1,12095039267358;4,98571428571429;0,611570247933884;4;119;5;111;87;13
"Chaetodon mertensii";14;7770;885;0;0;0;0;0;0;0;0;0;27;19;5
"Chaetodon meyeri";78;3231;2203;0;0;5;2,35167330190463;3,75;0,899408284023669;11;28;1;74;55;10
"Chaetodon miliaris";83;3024;901;12;1;11;2,16597649534005;3,17;0,85121107266436;11;220;6;63;58;9
"Chaetodon multicinctus";45;3031;502;0;0;26;2,65726816098856;4,855;0,893223140495868;23;635;12;65;49;9
"Chaetodon ocellatus";471;4156;1807;17;1;6;1,83437197028162;4,54;0,82;7;43;3;31;25;10
"Chaetodon ocellicaudus";39;2625;734;0;0;0;0;0;0;0;0;0;9;5;7
"Chaetodon octofasciatus";86;2612;681;0;0;7;1,42706104338072;3,76;0,716049382716049;5;35;3;0;0;0
"Chaetodon ornatissimus";265;3030;1849;0;0;10;2,35883127963873;3,82;0,8832;13;157;4;96;70;25
"Chaetodon oxycephalus";13;2214;503;0;0;0;0;0;0;0;0;0;9;4;7
"Chaetodon paucifasciatus";77;3407;986;0;0;5;1,5498260458782;2,5;0,775510204081633;5;59;3;18;13;6
"Chaetodon pelewensis";22;7711;478;0;0;0;0;0;0;0;0;0;34;27;5
"Chaetodon plebeius";43;8116;983;0;0;10;1,56915294620312;4,55;0,755102040816326;6;171;6;30;18;13
"Chaetodon punctatofasciatus";42;2630;521;0;0;3;1,01140426470735;5,16666666666667;0,611111111111111;3;83;2;161;110;8
"Chaetodon quadrimaculatus";136;2943;1015;0;0;1;1,09861228866811;11,8;0,666666666666667;3;1;1;41;21;8
"Chaetodon rafflesii";86;2926;545;0;0;2;1,03972077083992;2,7;0,625;3;55;1;60;15;8
"Chaetodon rainfordi";27;4559;892;0;0;9;1,95211561654034;3,84285714285714;0,823529411764706;9;132;4;23;11;10
"Chaetodon reticulatus";129;2778;1065;12;2;1;0,693147180559945;1,8;0,5;2;40;1;40;28;17
"Chaetodon sedentarius";239;3697;1129;0;0;3;1,03972077083992;2,8;0,625;3;9;1;8;5;8
"Chaetodon semeion";9;2389;562;0;0;0;0;0;0;0;0;0;8;5;5
"Chaetodon semilarvatus";294;3856;1027;16;0;2;0,693147180559945;1,7;0,5;2;4;1;22;12;13
"Chaetodon speculum";63;2549;526;0;0;4;1,56071040904141;4;0,777777777777778;5;58;3;37;37;9
"Chaetodon striatus";235;5633;1069;15;6;18;1,85073540053467;2,81764705882353;0,784599375650364;10;520;8;70;57;37
"Chaetodon triangulum";30;10149;503;0;0;2;1,6094379124341;3,3;0,8;5;11;2;3;1;1
"Chaetodon trichrous";4;9046;404;0;0;2;1,09861228866811;3,1;0,666666666666667;3;6;1;15;9;0
"Chaetodon tricinctus";15;1115;215;0;0;4;1,47080847632211;2,925;0,74;5;16;3;24;2;3
"Chaetodon trifascialis";156;3574;1507;0;0;26;1,61287134810436;4,464;0,717391304347826;9;353;10;359;158;16
"Chaetodon trifasciatus";111;3379;2157;0;0;13;1,60194615758201;3,72307692307692;0,7264;8;267;8;420;358;16
"Chaetodon ulietensis";79;5884;922;0;0;4;1,242453324894;4,425;0,666666666666667;4;85;2;43;28;12
"Chaetodon unimaculatus";96;4002;834;14;0;5;1,88915916375402;3,82;0,839506172839506;7;71;2;53;28;9
"Chaetodon vagabundus";341;3166;844;16;0;20;2,1820896008861;4,71666666666667;0,849609375;13;231;7;197;48;16
"Chaetodon xanthocephalus";47;3112;695;0;0;1;0,693147180559945;3,7;0,5;2;0;0;9;7;0
"Chaetodon xanthurus";34;3512;841;0;0;3;1,74786809746676;3,56666666666667;0,816326530612245;6;69;2;35;27;9
"Chaetodon zanzibarensis";9;9958;685;0;0;1;0,693147180559945;3,7;0,5;2;0;0;12;7;5
"Chaetodontoplus conspicillatus";21;0;475;0;0;1;0;0;0;0;0;0;3;26;0
"Chaetodontoplus duboulayi";26;11136;1028;14;3;1;0;0;0;0;0;0;13;6;7
"Chaetodontoplus meredithi";16;2312;701;12;1;4;0,500402423538188;3,55;0,32;2;58;3;5;2;2
"Chaetodontoplus mesoleucus";44;6282;811;12;3;3;0;0;0;0;23;1;34;43;12
"Chaetodontoplus personifer";1;2;56;0;0;0;0;0;0;0;0;0;0;0;0
"Chaetodontoplus septentrionalis";76;7220;807;15;0;5;0,673011667009257;2,3;0,48;2;17;1;20;36;3
"Chaetodontoplus vanderloosi";0;0;57;0;0;0;0;0;0;0;0;0;0;0;0
"Champsocephalus esox";0;36245;1277;10;1;17;2,49104580878337;4,61764705882353;0,901701323251418;15;363;5;54;57;20
"Chanos chanos";3934;18275;4214;46;7;612;3,26485588491543;4,075;0,892076279685962;87;8983;45;0;0;0
"Cheilinus abudjubbe";18;2668;395;11;1;0;0;0;0;0;0;0;21;17;9
"Cheilinus chlorourus";60;3540;671;12;1;6;1,74815545724768;3,18;0,819444444444444;6;163;3;157;63;24
"Cheilinus fasciatus";103;4314;959;15;1;13;2,05314278293654;3,99090909090909;0,820301783264746;12;252;5;97;102;26
"Cheilinus lunulatus";61;3494;728;16;1;3;1,38629436111989;3,3;0,75;4;7;2;53;40;21
"Cheilinus oxycephalus";5;1191;406;11;1;2;0;0;0;0;0;0;40;56;13
"Cheilinus trilobatus";55;7546;575;11;1;4;1,90615474653985;3,76666666666667;0,84375;7;127;2;74;81;15
"Cheilinus undulatus";535;17395;3460;30;8;75;2,83781968973332;5,32586206896552;0,90280718530155;33;1368;20;43183;40494;19
"Cheilio inermis";58;2583;1037;22;1;5;1,6094379124341;2,56666666666667;0,8;5;69;2;0;0;0
"Cheilodactylus fasciatus";0;1882;1207;0;0;4;1,25548232517875;2,975;0,6875;4;36;3;0;0;0
"Cheilodactylus pixi";0;1614;460;0;0;1;1,09861228866811;7,1;0,666666666666667;3;22;1;19;17;16
"Cheilodipterus arabicus";4;2205;147;0;0;1;1,09861228866811;2,3;0,666666666666667;3;0;0;34;51;6
"Cheilodipterus artus";16;0;248;0;0;5;1,27302833658963;4,3;0,691358024691358;4;186;3;0;0;0
"Cheilodipterus intermedius";10;0;99;0;0;0;0;0;0;0;0;0;12;9;0
"Cheilodipterus isostigma";1;0;28;0;0;0;0;0;0;0;0;0;0;0;0
"Cheilodipterus lachneri";7;4;91;0;0;0;0;0;0;0;0;0;2;2;0
"Cheilodipterus macrodon";96;7661;271;0;0;6;1,52295506753132;1,82;0,765432098765432;5;48;2;0;0;0
"Cheilodipterus nigrotaeniatus";2;0;30;0;0;0;0;0;0;0;0;0;0;0;0
"Cheilodipterus parazonatus";0;0;28;0;0;0;0;0;0;0;0;0;0;0;0
"Cheilodipterus quinquelineatus";71;2686;254;0;0;24;2,52006969664967;5,01764705882353;0,879684418145957;19;339;9;265;270;20
"Cheiloprion labiatus";3;741;368;10;1;2;0,636514168294813;5,1;0,444444444444444;2;52;2;9;6;8
"Chelidonichthys capensis";0;1312;481;0;0;6;1,09861228866811;6,7;0,666666666666667;3;76;3;33;18;9
"Chelmon marginalis";19;9682;1275;0;0;0;0;0;0;0;0;0;8;5;8
"Chelmon rostratus";519;9618;1985;24;4;10;2,09985614296159;3,34285714285714;0,86578449905482;9;76;3;0;0;0
"Chelmonops curiosus";10;7148;1038;0;0;0;0;0;0;0;0;0;5;2;3
"Chelmonops truncatus";46;10527;888;0;0;0;0;0;0;0;0;0;0;0;0
"Chelon auratus";74;0;997;0;0;471;3,22205777521638;4,33809523809524;0,926852942112465;75;6191;42;702;464;77
"Chelon labrosus";158;9212;1822;0;0;246;3,13318214586806;3,79897959183673;0,913356685640416;56;2414;27;639;582;56
"Chelon ramada";25;317;1217;0;0;271;3,15976403852333;3,87183098591549;0,908006851434574;67;2893;31;691;303;86
"Chelon richardsonii";1;259;131;0;0;46;2,17193434711367;3,44137931034483;0,850676378772112;13;255;8;81;32;14
"Chelonodontops pleurospilus";0;0;79;0;0;0;0;0;0;0;0;0;0;0;0
"Chilomycterus antennatus";17;8724;271;0;0;1;0,693147180559945;1,4;0,5;2;16;1;0;0;0
"Chilomycterus reticulatus";236;14362;597;14;2;11;1,53672246943722;1,96666666666667;0,73469387755102;6;50;4;39;70;29
"Chirodactylus brachydactylus";2;0;106;0;0;1;0;1,4;0;1;6;1;27;26;19
"Chirodactylus spectabilis";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Chirolophis ascanii";32;1536;428;0;0;2;0;2,7;0;1;27;1;0;0;0
"Chironemus maculosus";0;0;96;0;0;1;0,693147180559945;0,9;0,5;2;2;1;10;6;7
"Chironemus marmoratus";43;2857;447;0;0;1;0,693147180559945;4,6;0,5;2;227;1;18;10;12
"Chironemus microlepis";0;0;28;0;0;0;0;0;0;0;0;0;3;2;3
"Chlorurus atrilunula";0;0;80;10;1;0;0;0;0;0;0;0;5;2;3
"Chlorurus bleekeri";72;8437;247;11;1;2;1,90615474653985;4,05;0,84375;7;4;1;26;17;16
"Chlorurus bowersi";13;6477;220;10;1;1;0;1,7;0;1;18;1;13;6;11
"Chlorurus capistratoides";2;5407;165;11;1;1;0;0;0;0;0;0;15;10;11
"Chlorurus frontalis";9;0;100;9;1;1;0;1,5;0;1;0;0;25;10;6
"Chlorurus gibbus";85;4218;497;14;1;8;2,39789527279837;2,975;0,909090909090909;11;175;2;31;8;13
"Chlorurus japanensis";9;0;81;10;1;2;1,03972077083992;2,1;0,625;3;3;1;0;0;0
"Chlorurus microrhinos";51;19272;545;10;1;28;2,32160216227463;4,71818181818182;0,848904267589389;19;651;10;0;0;0
"Chlorurus rhakoura";2;0;79;9;1;1;1,38629436111989;3,4;0,75;4;0;0;5;1;4
"Chlorurus sordidus";183;28874;634;15;1;60;2,3362429694846;4,03673469387755;0,828365650969529;24;1489;22;1439;512;123
"Chlorurus spilurus";152;5408;315;0;0;10;1,49440321137961;4,01666666666667;0,755102040816326;5;119;5;31;13;6
"Chlorurus strongylocephalus";39;7329;284;10;2;4;1,09861228866811;5,95;0,666666666666667;3;35;1;5;2;4
"Choerodon anchorago";33;3436;657;17;1;3;1,56071040904141;5,7;0,777777777777778;5;106;2;0;0;0
"Choerodon azurio";37;2852;571;16;1;2;0;1,5;0;1;7;1;102;69;12
"Choerodon cauteroma";0;2240;428;14;1;2;1,38629436111989;3,1;0,75;4;26;1;10;5;3
"Choerodon cephalotes";3;0;309;10;1;2;1,09861228866811;3,5;0,666666666666667;3;26;1;30;17;3
"Choerodon cyanodus";1;2555;525;14;1;5;1,32966134885476;3,925;0,722222222222222;4;110;4;0;0;0
