"fb_sci_name";"FB_nas";"FB_Importance";"FB_IUCN";"FB_UsedasBait";"FB_UsedforAquaculture";"FB_PriceCateg";"FB_Aquarium_I";"FB_Aquarium_II"
"Scartella springeri";244;NA;"VU";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Scarus altipinnis";90;NA;"LC";"never/rarely";"never/rarely";"high";NA;NA
"Scarus chameleon";96;NA;"LC";"never/rarely";"never/rarely";"high";NA;NA
"Scarus coelestinus";84;"minor commercial";"DD";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Scarus coeruleus";85;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Scarus compressus";95;NA;"LC";"never/rarely";"never/rarely";"high";"never/rarely";" "
"Scarus dimidiatus";93;"commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Scarus falcipinnis";102;"commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Scarus ferrugineus";96;"commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Scarus festivus";99;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Scarus flavipectoralis";99;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Scarus forsteni";95;"commercial";"LC";"never/rarely";"never/rarely";"high";NA;NA
"Scarus frenatus";92;"commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Scarus fuscopurpureus";205;"commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Scarus ghobban";67;"commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Scarus globiceps";97;"commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";NA
"Scarus guacamaia";83;"minor commercial";"NT";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Scarus iseri";87;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";NA
"Scarus koputea";209;"of no interest";"LC";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Scarus longipinnis";106;NA;"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Scarus niger";89;"commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Scarus oviceps";91;"commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on breeding"
"Scarus perrico";105;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Scarus prasiognathos";97;"commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Scarus psittacus";84;"commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Scarus quoyi";102;"commercial";"LC";NA;NA;"high";NA;NA
"Scarus rivulatus";92;"commercial";"LC";"never/rarely";"never/rarely";"high";NA;NA
"Scarus rubroviolaceus";94;"commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Scarus russelii";103;"commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Scarus scaber";98;"commercial";"LC";"never/rarely";"never/rarely";"high";NA;NA
"Scarus schlegeli";90;"commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Scarus spinus";100;NA;"LC";"never/rarely";"never/rarely";"high";NA;NA
"Scarus taeniopterus";86;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Scarus tricolor";96;"commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Scarus trispinosus";208;NA;"EN";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Scarus vetula";83;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Scarus viridifucatus";101;"commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Scarus zelindae";220;NA;"DD";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Schuettea scalaripinnis";228;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Schuettea woodwardi";232;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Sciaena umbra";77;"commercial";"NT";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Scobinichthys granulatus";224;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Scolecenchelys breviceps";121;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Scolopsis affinis";107;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"low";"never/rarely";NA
"Scolopsis aurata";211;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"low";"never/rarely";NA
"Scolopsis bilineata";89;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"low";"commercial";"based mainly on capture"
"Scolopsis ciliata";107;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"low";"never/rarely";NA
"Scolopsis frenata";107;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"low";"never/rarely";NA
"Scolopsis ghanam";105;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"low";"commercial";"based mainly on capture"
"Scolopsis lineata";98;"minor commercial";"LC";"never/rarely";"never/rarely";"low";"commercial";"based mainly on capture"
"Scolopsis margaritifera";109;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"low";"never/rarely";NA
"Scolopsis monogramma";90;"minor commercial";"LC";"never/rarely";"never/rarely";"low";"never/rarely";NA
"Scolopsis temporalis";111;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"low";"never/rarely";NA
"Scolopsis trilineata";111;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"low";"never/rarely";NA
"Scolopsis vosmeri";116;"commercial";"LC";"never/rarely";"never/rarely";"low";"never/rarely";NA
"Scolopsis xenochrous";100;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"low";"never/rarely";" "
"Scomber australasicus";80;"commercial";"LC";"usually";"never/rarely";"very high";"never/rarely";NA
"Scomber colias";87;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Scomberoides commersonnianus";77;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Scomberoides lysan";69;"minor commercial";"LC";"occasionally";"never/rarely";"medium";"never/rarely";"based mainly on capture"
"Scomberoides tol";84;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Scomberomorus commerson";60;"highly commercial";"NT";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Scomberomorus maculatus";63;"highly commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Scomberomorus queenslandicus";93;"commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Scomberomorus regalis";70;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Scomberomorus sierra";68;"commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";" "
"Scombrops boops";117;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Scorpaena ascensionis";247;NA;"EN";"never/rarely";"never/rarely";"low";"never/rarely";NA
"Scorpaena canariensis";234;NA;"DD";"never/rarely";"never/rarely";"low";"never/rarely";NA
"Scorpaena cardinalis";113;NA;"LC";"never/rarely";"never/rarely";"low";"never/rarely";NA
"Scorpaena guttata";92;"minor commercial";"DD";"never/rarely";"never/rarely";"low";"never/rarely";NA
"Scorpaena histrio";211;"of potential interest";"LC";"never/rarely";"never/rarely";"low";"never/rarely";" "
"Scorpaena jacksoniensis";234;NA;"N.E.";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Scorpaena maderensis";101;"commercial";"LC";"never/rarely";"never/rarely";"low";NA;NA
"Scorpaena mellissii";246;NA;"EN";"never/rarely";"never/rarely";"low";"never/rarely";NA
"Scorpaena mystes";113;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"low";"never/rarely";" "
"Scorpaena notata";92;"commercial";"LC";"never/rarely";"never/rarely";"low";"commercial";NA
"Scorpaena papillosa";122;NA;"N.E.";"never/rarely";"never/rarely";"low";"never/rarely";NA
"Scorpaena plumieri";88;"minor commercial";"LC";"never/rarely";"never/rarely";"low";"commercial";"based mainly on capture"
"Scorpaena porcus";84;"minor commercial";"LC";"never/rarely";"never/rarely";"low";"commercial";"based mainly on capture"
"Scorpaena scrofa";90;"commercial";"LC";"never/rarely";"never/rarely";"low";"public aquariums";NA
"Scorpaena sumptuosa";231;NA;"N.E.";"never/rarely";"never/rarely";"low";"never/rarely";NA
"Scorpaenichthys marmoratus";89;"commercial";"N.E.";"never/rarely";"never/rarely";"very high";"public aquariums";"based mainly on capture"
"Scorpaenodes evides";120;NA;"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Scorpaenodes parvipinnis";114;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Scorpaenodes scaber";124;NA;"DD";"never/rarely";"never/rarely";"high";NA;NA
"Scorpaenopsis cirrosa";125;"commercial";"N.E.";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Scorpaenopsis diabolus";111;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Scorpaenopsis neglecta";124;"of no interest";"LC";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Scorpaenopsis oxycephalus";111;NA;"LC";"never/rarely";"never/rarely";"high";NA;NA
"Scorpaenopsis papuensis";119;NA;"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Scorpaenopsis possi";126;NA;"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Scorpis aequipinnis";118;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Scorpis georgiana";127;"minor commercial";"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Scorpis lineolata";219;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Scorpis violacea";125;"commercial";"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Sebastapistes cyanostigma";116;NA;"LC";"never/rarely";"never/rarely";"high";NA;NA
"Sebastapistes strongia";118;NA;"LC";"never/rarely";"never/rarely";"high";NA;NA
"Sebastes atrovirens";98;NA;"N.E.";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Sebastes auriculatus";94;"minor commercial";"N.E.";"occasionally";"never/rarely";"medium";"public aquariums";"based mainly on capture"
"Sebastes carnatus";98;NA;"N.E.";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Sebastes caurinus";87;"minor commercial";"N.E.";"never/rarely";"never/rarely";"medium";"public aquariums";"based mainly on capture"
"Sebastes chrysomelas";100;NA;"N.E.";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Sebastes flavidus";80;"commercial";"N.E.";"never/rarely";"never/rarely";"low";"public aquariums";"based mainly on capture"
"Sebastes inermis";99;"commercial";"N.E.";"never/rarely";"commercial";"medium";"never/rarely";NA
"Sebastes maliger";91;"commercial";"N.E.";"never/rarely";"never/rarely";"medium";"public aquariums";"based mainly on capture"
"Sebastes mystinus";88;NA;"N.E.";"never/rarely";"never/rarely";"medium";"public aquariums";"based mainly on capture"
"Sebastes oculatus";100;"commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Sebastes paucispinis";84;"minor commercial";"CR";"never/rarely";"never/rarely";"low";"public aquariums";"based mainly on capture"
"Sebastes rastrelliger";102;NA;"N.E.";NA;NA;"medium";NA;NA
"Sebastes rosaceus";199;"commercial";"N.E.";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Sebastes serranoides";92;NA;"N.E.";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Sebastes serriceps";205;NA;"N.E.";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Sebastiscus albofasciatus";215;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Sebastiscus marmoratus";106;"commercial";"N.E.";"never/rarely";"commercial";"unknown";"never/rarely";NA
"Selar boops";89;"commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Selar crumenophthalmus";66;"highly commercial";"LC";"usually";"never/rarely";"very high";"never/rarely";NA
"Selaroides leptolepis";65;"commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Semicossyphus darwini";106;"of potential interest";"DD";"never/rarely";"never/rarely";"very high";NA;NA
"Semicossyphus pulcher";80;"commercial";"VU";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Seriola dumerili";55;"minor commercial";"LC";"never/rarely";"commercial";"high";"public aquariums";NA
"Seriola hippos";102;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Seriola lalandi";64;"minor commercial";"LC";"never/rarely";"experimental";"low";"never/rarely";" "
"Seriola rivoliana";85;"commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Seriolella brama";82;"commercial";"N.E.";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Serranocirrhitus latus";109;"of no interest";"LC";"never/rarely";"never/rarely";NA;"commercial";NA
"Serranus atricauda";97;"commercial";"DD";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Serranus baldwini";100;NA;"LC";NA;"never/rarely";"medium";"commercial";"based mainly on capture"
"Serranus cabrilla";76;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"commercial";NA
"Serranus flaviventris";212;NA;"LC";"never/rarely";"never/rarely";"medium";"commercial";"based mainly on capture"
"Serranus psittacinus";115;"of no interest";"LC";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Serranus scriba";85;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";NA;NA
"Serranus socorroensis";248;NA;"VU";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Serranus tabacarius";92;NA;"LC";"never/rarely";"never/rarely";"medium";"commercial";"based mainly on capture"
"Serranus tico";237;NA;"LC";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Serranus tigrinus";87;NA;"LC";"never/rarely";"never/rarely";"medium";"commercial";"based mainly on capture"
"Serranus tortugarum";97;NA;"LC";"never/rarely";"never/rarely";"medium";"commercial";"based mainly on capture"
"Siganus argenteus";81;"commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";NA
"Siganus corallinus";84;"commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";NA
"Siganus doliatus";94;"minor commercial";"LC";"never/rarely";"never/rarely";"high";NA;NA
"Siganus fuscescens";83;"commercial";"LC";"never/rarely";"commercial";"high";"never/rarely";NA
"Siganus guttatus";89;"commercial";"LC";"never/rarely";"commercial";"high";"commercial";NA
"Siganus javus";95;"commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";NA
"Siganus lineatus";85;"commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";NA
"Siganus luridus";88;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Siganus niger";112;"commercial";"VU";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Siganus puelloides";112;NA;"LC";NA;NA;"high";NA;NA
"Siganus puellus";91;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";NA
"Siganus punctatissimus";100;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Siganus punctatus";92;"commercial";"LC";"never/rarely";NA;"high";"never/rarely";NA
"Siganus rivulatus";84;"minor commercial";"LC";"never/rarely";"commercial";"high";"never/rarely";NA
"Siganus spinus";78;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";NA
"Siganus stellatus";98;"commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";NA
"Siganus trispilos";217;NA;"N.E.";NA;NA;"high";NA;NA
"Siganus vermiculatus";82;"commercial";"LC";"never/rarely";"likely future use";"high";"commercial";"based mainly on capture"
"Siganus virgatus";90;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Siganus vulpinus";88;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Signigobius biocellatus";96;"of no interest";"LC";"never/rarely";"never/rarely";NA;"commercial";"based mainly on capture"
"Sillaginodes punctatus";76;"commercial";"N.E.";"never/rarely";"experimental";"very high";"never/rarely";NA
"Sillago ciliata";81;"highly commercial";"LC";"never/rarely";"experimental";"very high";"public aquariums";"based mainly on capture"
"Sillago schomburgkii";88;"minor commercial";"N.E.";"never/rarely";"likely future use";"very high";"never/rarely";NA
"Similiparma lurida";91;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Siphamia cephalotes";210;NA;"N.E.";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Siphamia roseigaster";215;NA;"N.E.";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Siphonognathus argyrophanes";120;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Siphonognathus attenuatus";121;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Siphonognathus beddomei";218;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";"potential";"based mainly on capture"
"Siphonognathus caninis";220;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Siphonognathus radiatus";217;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Sparisoma amplum";223;NA;"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Sparisoma atomarium";98;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Sparisoma aurofrenatum";81;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Sparisoma axillare";124;NA;"DD";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Sparisoma chrysopterum";83;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
